@relation oil_prod_data_v1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-unset-class-temporarily

@attribute Region {Anadarko,Appalachia,Bakken,'Eagle Ford',Haynesville,Niobrara,Permian}
@attribute 'Rig Count' numeric
@attribute ProdPerRig numeric
@attribute TotProd numeric
@attribute OilPrice {'\'(-inf-54.184]\'','\'(54.184-75.628]\'','\'(75.628-97.072]\'','\'(97.072-118.516]\'','\'(118.516-inf)\''}

@data
'Eagle Ford',60,31.15,55753.68,'\'(97.072-118.516]\''
'Eagle Ford',67,30.93,54701.3,'\'(97.072-118.516]\''
'Eagle Ford',71,31.93,54595.71,'\'(118.516-inf)\''
'Eagle Ford',64,33.07,54903.47,'\'(118.516-inf)\''
'Eagle Ford',64,34.51,53779.35,'\'(118.516-inf)\''
'Eagle Ford',68,34.12,54539.97,'\'(97.072-118.516]\''
'Eagle Ford',67,33.58,53847.47,'\'(97.072-118.516]\''
'Eagle Ford',73,32.79,57699.32,'\'(54.184-75.628]\''
'Eagle Ford',72,32.65,58394.33,'\'(54.184-75.628]\''
'Eagle Ford',62,32.73,57279.84,'\'(-inf-54.184]\''
'Eagle Ford',46,32.84,55312.19,'\'(-inf-54.184]\''
'Eagle Ford',39,32.83,55002.21,'\'(-inf-54.184]\''
'Eagle Ford',37,33.02,53305.42,'\'(-inf-54.184]\''
'Eagle Ford',37,33.93,53961.2,'\'(-inf-54.184]\''
'Eagle Ford',32,36.03,50831.71,'\'(54.184-75.628]\''
'Eagle Ford',30,39.5,49160.83,'\'(54.184-75.628]\''
'Eagle Ford',34,43.3,48393.71,'\'(54.184-75.628]\''
'Eagle Ford',39,47.15,47718.87,'\'(54.184-75.628]\''
'Eagle Ford',46,50.25,49407.7,'\'(54.184-75.628]\''
'Eagle Ford',43,53.83,50637.61,'\'(75.628-97.072]\''
'Eagle Ford',46,58.6,53412,'\'(75.628-97.072]\''
'Eagle Ford',62,64.25,53891.84,'\'(75.628-97.072]\''
'Eagle Ford',64,70.5,54560.03,'\'(54.184-75.628]\''
'Eagle Ford',76,76.17,55474.11,'\'(75.628-97.072]\''
'Eagle Ford',89,80.52,61835.97,'\'(75.628-97.072]\''
'Eagle Ford',96,84.73,64307.1,'\'(75.628-97.072]\''
'Eagle Ford',98,89.15,69741.55,'\'(54.184-75.628]\''
'Eagle Ford',104,94.5,77793.6,'\'(54.184-75.628]\''
'Eagle Ford',119,101.84,82375.1,'\'(75.628-97.072]\''
'Eagle Ford',131,109.32,86275.29,'\'(54.184-75.628]\''
'Eagle Ford',140,120.28,95556.47,'\'(75.628-97.072]\''
'Eagle Ford',149,128.22,102696.9,'\'(75.628-97.072]\''
'Eagle Ford',145,136.45,118328.63,'\'(75.628-97.072]\''
'Eagle Ford',143,145.58,139260.1,'\'(75.628-97.072]\''
'Eagle Ford',155,156.21,142330.55,'\'(75.628-97.072]\''
'Eagle Ford',157,167.97,153893.79,'\'(97.072-118.516]\''
'Eagle Ford',157,179.24,174553.48,'\'(97.072-118.516]\''
'Eagle Ford',171,190.99,189335.9,'\'(97.072-118.516]\''
'Eagle Ford',179,201.4,212822.97,'\'(97.072-118.516]\''
'Eagle Ford',195,211.45,230440.1,'\'(75.628-97.072]\''
'Eagle Ford',206,220.79,263032.87,'\'(75.628-97.072]\''
'Eagle Ford',236,229.76,296519.42,'\'(75.628-97.072]\''
'Eagle Ford',242,241.2,330837.77,'\'(75.628-97.072]\''
'Eagle Ford',237,246.72,357302.55,'\'(75.628-97.072]\''
'Eagle Ford',239,255.4,397620.97,'\'(97.072-118.516]\''
'Eagle Ford',247,262.83,424096.06,'\'(97.072-118.516]\''
'Eagle Ford',251,273.51,454374.48,'\'(97.072-118.516]\''
'Eagle Ford',249,282.08,482047.17,'\'(97.072-118.516]\''
'Eagle Ford',265,289.15,506996.94,'\'(97.072-118.516]\''
'Eagle Ford',269,296.58,552023.93,'\'(97.072-118.516]\''
'Eagle Ford',279,302.44,587119.52,'\'(75.628-97.072]\''
'Eagle Ford',274,309.86,613657,'\'(75.628-97.072]\''
'Eagle Ford',270,319.01,645635.74,'\'(75.628-97.072]\''
'Eagle Ford',268,327.66,690929.03,'\'(75.628-97.072]\''
'Eagle Ford',262,336.37,698424.67,'\'(75.628-97.072]\''
'Eagle Ford',260,341.52,742039.06,'\'(75.628-97.072]\''
'Eagle Ford',259,354.76,776780.97,'\'(75.628-97.072]\''
'Eagle Ford',261,369.42,811229.94,'\'(75.628-97.072]\''
'Eagle Ford',258,389.04,846046.26,'\'(97.072-118.516]\''
'Eagle Ford',258,411.02,893333.86,'\'(75.628-97.072]\''
'Eagle Ford',251,430.75,932324.45,'\'(97.072-118.516]\''
'Eagle Ford',257,450.96,947060.3,'\'(75.628-97.072]\''
'Eagle Ford',258,467.87,1010905.09,'\'(75.628-97.072]\''
'Eagle Ford',252,483.12,1066328.5,'\'(75.628-97.072]\''
'Eagle Ford',257,498.12,1098628.54,'\'(97.072-118.516]\''
'Eagle Ford',260,516.4,1116763.77,'\'(97.072-118.516]\''
'Eagle Ford',261,525.25,1147885.03,'\'(97.072-118.516]\''
'Eagle Ford',253,534.12,1138987.09,'\'(75.628-97.072]\''
'Eagle Ford',256,541.55,1155559.13,'\'(75.628-97.072]\''
'Eagle Ford',262,549.82,1221701.09,'\'(97.072-118.516]\''
'Eagle Ford',260,560.89,1247517.51,'\'(97.072-118.516]\''
'Eagle Ford',258,573.14,1292393.1,'\'(97.072-118.516]\''
'Eagle Ford',261,583.3,1314405.38,'\'(97.072-118.516]\''
'Eagle Ford',261,592.79,1384965.83,'\'(97.072-118.516]\''
'Eagle Ford',260,601.46,1393207.25,'\'(97.072-118.516]\''
'Eagle Ford',261,611.38,1463472.66,'\'(97.072-118.516]\''
'Eagle Ford',261,623.01,1501932,'\'(97.072-118.516]\''
'Eagle Ford',256,635.35,1519572.35,'\'(97.072-118.516]\''
'Eagle Ford',257,651.43,1526872.8,'\'(75.628-97.072]\''
'Eagle Ford',268,664.52,1555310.64,'\'(75.628-97.072]\''
'Eagle Ford',264,678.37,1595281.73,'\'(54.184-75.628]\''
'Eagle Ford',256,694.37,1681616.41,'\'(-inf-54.184]\''
'Eagle Ford',235,715.14,1675492.96,'\'(-inf-54.184]\''
'Eagle Ford',192,742.15,1704476,'\'(-inf-54.184]\''
'Eagle Ford',157,769.27,1717963.67,'\'(-inf-54.184]\''
'Eagle Ford',137,802.1,1666504,'\'(54.184-75.628]\''
'Eagle Ford',121,835.69,1632470,'\'(54.184-75.628]\''
'Eagle Ford',112,873.39,1581986.23,'\'(54.184-75.628]\''
'Eagle Ford',110,913.55,1585349.67,'\'(-inf-54.184]\''
'Eagle Ford',108,955.2,1528200.12,'\'(-inf-54.184]\''
'Eagle Ford',99,999.95,1512020.1,'\'(-inf-54.184]\''
'Eagle Ford',90,1021.54,1507883.41,'\'(-inf-54.184]\''
'Eagle Ford',83,1048.79,1476876.56,'\'(-inf-54.184]\''
'Eagle Ford',87,1080.29,1479750.9,'\'(-inf-54.184]\''
'Eagle Ford',76,1104.68,1442512.96,'\'(-inf-54.184]\''
'Eagle Ford',59,1145.14,1392423.58,'\'(-inf-54.184]\''
'Eagle Ford',47,1189.1,1344728,'\'(-inf-54.184]\''
'Eagle Ford',42,1222.71,1309757.9,'\'(-inf-54.184]\''
'Eagle Ford',32,1288.66,1253528.06,'\'(-inf-54.184]\''
'Eagle Ford',33,1345,1222622.93,'\'(-inf-54.184]\''
'Eagle Ford',36,1404.94,1199398.54,'\'(-inf-54.184]\''
'Eagle Ford',40,1459.56,1174529.41,'\'(-inf-54.184]\''
'Eagle Ford',40,1508.26,1177860.2,'\'(-inf-54.184]\''
'Eagle Ford',35,1565.15,1171217.67,'\'(-inf-54.184]\''
'Eagle Ford',39,1532.31,1166413.06,'\'(-inf-54.184]\''
'Eagle Ford',47,1506.34,1166003.48,'\'(-inf-54.184]\''
'Eagle Ford',57,1457.65,1174034.74,'\'(-inf-54.184]\''
'Eagle Ford',69,1390.05,1190250.5,'\'(-inf-54.184]\''
'Eagle Ford',80,1317.66,1184596.87,'\'(-inf-54.184]\''
'Eagle Ford',89,1232.73,1173466,'\'(-inf-54.184]\''
'Eagle Ford',98,1153.24,1179833.25,'\'(-inf-54.184]\''
'Eagle Ford',96,1088.94,1172116.9,'\'(-inf-54.184]\''
'Eagle Ford',90,1047.23,1181413.76,'\'(-inf-54.184]\''
'Eagle Ford',87,1070.57,1052455.85,'\'(-inf-54.184]\''
'Eagle Ford',83,1098.33,1158886.89,'\'(-inf-54.184]\''
'Eagle Ford',78,1127.12,1247390.77,'\'(54.184-75.628]\''
'Eagle Ford',77,1160.66,1259219.72,'\'(54.184-75.628]\''
'Eagle Ford',80,1198.03,1266730.01,'\'(54.184-75.628]\''
'Eagle Ford',79,1242.53,1275322.9,'\'(54.184-75.628]\''
'Eagle Ford',81,1293.38,1290610,'\'(54.184-75.628]\''
Haynesville,170,6.32,60138.03,'\'(54.184-75.628]\''
Haynesville,179,6.47,60804.04,'\'(54.184-75.628]\''
Haynesville,179,6.6,61462.29,'\'(54.184-75.628]\''
Haynesville,186,6.76,60344.6,'\'(54.184-75.628]\''
Haynesville,184,6.91,59192.87,'\'(54.184-75.628]\''
Haynesville,179,7.07,58216.63,'\'(54.184-75.628]\''
Haynesville,188,7.22,57073.65,'\'(75.628-97.072]\''
Haynesville,189,7.37,57737.65,'\'(54.184-75.628]\''
Haynesville,182,7.51,58030.07,'\'(75.628-97.072]\''
Haynesville,181,7.64,59603.1,'\'(75.628-97.072]\''
Haynesville,184,7.78,60954.4,'\'(75.628-97.072]\''
Haynesville,186,7.96,60581.35,'\'(75.628-97.072]\''
Haynesville,175,7.92,62953.52,'\'(75.628-97.072]\''
Haynesville,176,7.9,62857.83,'\'(97.072-118.516]\''
Haynesville,178,7.8,61552.84,'\'(97.072-118.516]\''
Haynesville,179,7.69,62643.27,'\'(97.072-118.516]\''
Haynesville,190,7.31,60866,'\'(118.516-inf)\''
Haynesville,199,7,60759.57,'\'(118.516-inf)\''
Haynesville,199,6.67,60068.26,'\'(118.516-inf)\''
Haynesville,222,6.44,58887.23,'\'(97.072-118.516]\''
Haynesville,240,6.16,54716.33,'\'(97.072-118.516]\''
Haynesville,239,5.87,60379.19,'\'(54.184-75.628]\''
Haynesville,244,5.57,60193.07,'\'(54.184-75.628]\''
Haynesville,230,5.29,60972.03,'\'(-inf-54.184]\''
Haynesville,210,5.07,61858.1,'\'(-inf-54.184]\''
Haynesville,182,4.95,59663.36,'\'(-inf-54.184]\''
Haynesville,156,4.94,59847.19,'\'(-inf-54.184]\''
Haynesville,146,4.96,58572.87,'\'(-inf-54.184]\''
Haynesville,136,4.96,56753.94,'\'(54.184-75.628]\''
Haynesville,126,4.9,55114,'\'(54.184-75.628]\''
Haynesville,133,4.8,53409.45,'\'(54.184-75.628]\''
Haynesville,148,4.73,53907.81,'\'(54.184-75.628]\''
Haynesville,154,4.65,54677.2,'\'(54.184-75.628]\''
Haynesville,161,4.71,52698.94,'\'(75.628-97.072]\''
Haynesville,175,4.66,54077.33,'\'(75.628-97.072]\''
Haynesville,188,4.5,54045.87,'\'(75.628-97.072]\''
Haynesville,211,4.34,52409.97,'\'(54.184-75.628]\''
Haynesville,230,4.09,53522,'\'(75.628-97.072]\''
Haynesville,234,3.83,55310.42,'\'(75.628-97.072]\''
Haynesville,237,3.57,53474.53,'\'(75.628-97.072]\''
Haynesville,231,3.4,52759.1,'\'(54.184-75.628]\''
Haynesville,231,3.26,51054.03,'\'(54.184-75.628]\''
Haynesville,234,3.23,49954.68,'\'(75.628-97.072]\''
Haynesville,228,3.11,50201.32,'\'(54.184-75.628]\''
Haynesville,220,3.05,49804.7,'\'(75.628-97.072]\''
Haynesville,217,2.95,50004.68,'\'(75.628-97.072]\''
Haynesville,212,2.93,51360.07,'\'(75.628-97.072]\''
Haynesville,200,2.97,51592.45,'\'(75.628-97.072]\''
Haynesville,166,2.99,50664.87,'\'(75.628-97.072]\''
Haynesville,167,3,50675.5,'\'(97.072-118.516]\''
Haynesville,163,3.01,51331.03,'\'(97.072-118.516]\''
Haynesville,161,3.05,49911.2,'\'(97.072-118.516]\''
Haynesville,154,3.15,50691.03,'\'(97.072-118.516]\''
Haynesville,145,3.34,48637.9,'\'(75.628-97.072]\''
Haynesville,140,3.66,48048.58,'\'(75.628-97.072]\''
Haynesville,137,4.1,47118.19,'\'(75.628-97.072]\''
Haynesville,136,4.48,47049.5,'\'(75.628-97.072]\''
Haynesville,138,5.22,47937.77,'\'(75.628-97.072]\''
Haynesville,130,5.88,50297.53,'\'(97.072-118.516]\''
Haynesville,120,6.54,54559.87,'\'(97.072-118.516]\''
Haynesville,115,7.69,52673.84,'\'(97.072-118.516]\''
Haynesville,98,9.11,53088.24,'\'(97.072-118.516]\''
Haynesville,86,10.77,52685.74,'\'(97.072-118.516]\''
Haynesville,75,12.34,52368.53,'\'(97.072-118.516]\''
Haynesville,67,14.83,51517.65,'\'(75.628-97.072]\''
Haynesville,60,17.02,50693.53,'\'(75.628-97.072]\''
Haynesville,54,19.1,50997,'\'(75.628-97.072]\''
Haynesville,50,21.49,51070.58,'\'(75.628-97.072]\''
Haynesville,47,23.47,52316.67,'\'(75.628-97.072]\''
Haynesville,42,25.04,53709.42,'\'(75.628-97.072]\''
Haynesville,44,26.25,54658.63,'\'(75.628-97.072]\''
Haynesville,45,26.9,53467.39,'\'(75.628-97.072]\''
Haynesville,48,27.08,56240.23,'\'(97.072-118.516]\''
Haynesville,45,26.7,57178.5,'\'(75.628-97.072]\''
Haynesville,46,26.08,56468.06,'\'(97.072-118.516]\''
Haynesville,44,25.17,56270.7,'\'(75.628-97.072]\''
Haynesville,41,24.18,54450.71,'\'(75.628-97.072]\''
Haynesville,43,22.85,53568.1,'\'(75.628-97.072]\''
Haynesville,44,21.9,53194.81,'\'(97.072-118.516]\''
Haynesville,47,20.42,53355.42,'\'(97.072-118.516]\''
Haynesville,46,19.94,52182.83,'\'(97.072-118.516]\''
Haynesville,46,19.38,54724,'\'(75.628-97.072]\''
Haynesville,47,19.57,54340.9,'\'(75.628-97.072]\''
Haynesville,47,20.37,54642.35,'\'(97.072-118.516]\''
Haynesville,51,20.86,54111.48,'\'(97.072-118.516]\''
Haynesville,52,21.34,55407.14,'\'(97.072-118.516]\''
Haynesville,54,21.75,56158.9,'\'(97.072-118.516]\''
Haynesville,53,22.2,55871.77,'\'(97.072-118.516]\''
Haynesville,52,22.75,55590.06,'\'(97.072-118.516]\''
Haynesville,49,23.64,56837.63,'\'(97.072-118.516]\''
Haynesville,48,24.39,55964.16,'\'(97.072-118.516]\''
Haynesville,52,25.44,56458.1,'\'(97.072-118.516]\''
Haynesville,55,25.43,56991.77,'\'(75.628-97.072]\''
Haynesville,52,25.53,57396.39,'\'(75.628-97.072]\''
Haynesville,49,25.13,57536.77,'\'(54.184-75.628]\''
Haynesville,50,24.76,57624.45,'\'(-inf-54.184]\''
Haynesville,52,24.74,56785.23,'\'(-inf-54.184]\''
Haynesville,49,24.78,56089.07,'\'(-inf-54.184]\''
Haynesville,41,24.67,55524,'\'(-inf-54.184]\''
Haynesville,32,24.45,54500.53,'\'(54.184-75.628]\''
Haynesville,29,24.34,52274.58,'\'(54.184-75.628]\''
Haynesville,28,24.55,52553.53,'\'(54.184-75.628]\''
Haynesville,31,24.87,51271,'\'(-inf-54.184]\''
Haynesville,37,25.14,50339.71,'\'(-inf-54.184]\''
Haynesville,35,25.76,50668.77,'\'(-inf-54.184]\''
Haynesville,29,26.21,49644.23,'\'(-inf-54.184]\''
Haynesville,33,27.04,50271.9,'\'(-inf-54.184]\''
Haynesville,33,27.68,50636.32,'\'(-inf-54.184]\''
Haynesville,26,28.28,50316.26,'\'(-inf-54.184]\''
Haynesville,18,28.57,49037.41,'\'(-inf-54.184]\''
Haynesville,17,28.66,46722.65,'\'(-inf-54.184]\''
Haynesville,16,29.05,46216.8,'\'(-inf-54.184]\''
Haynesville,17,28.13,44918.39,'\'(-inf-54.184]\''
Haynesville,20,27.47,44044.2,'\'(-inf-54.184]\''
Haynesville,19,26.88,43081,'\'(-inf-54.184]\''
Haynesville,19,26.52,43535.29,'\'(-inf-54.184]\''
Haynesville,17,26.2,43847.53,'\'(-inf-54.184]\''
Haynesville,20,25.72,44276.1,'\'(-inf-54.184]\''
Haynesville,24,24.92,44412.67,'\'(-inf-54.184]\''
Haynesville,29,24.21,44067.26,'\'(-inf-54.184]\''
Haynesville,32,23.89,44618.35,'\'(-inf-54.184]\''
Haynesville,37,23.96,45499.61,'\'(-inf-54.184]\''
Haynesville,42,24.1,44310.68,'\'(-inf-54.184]\''
Haynesville,44,24.2,43813.9,'\'(-inf-54.184]\''
Haynesville,46,24.19,42194.97,'\'(-inf-54.184]\''
Haynesville,46,24.14,42254,'\'(-inf-54.184]\''
Haynesville,48,24.09,41909.26,'\'(-inf-54.184]\''
Haynesville,48,24.03,41244.52,'\'(-inf-54.184]\''
Haynesville,49,23.97,41685.17,'\'(-inf-54.184]\''
Haynesville,48,23.91,42081.38,'\'(54.184-75.628]\''
Haynesville,45,23.84,42094.6,'\'(54.184-75.628]\''
Haynesville,50,23.77,42056.12,'\'(54.184-75.628]\''
Haynesville,50,23.69,41915.94,'\'(54.184-75.628]\''
Haynesville,54,23.61,41861.79,'\'(54.184-75.628]\''
Niobrara,107,35.07,112966.55,'\'(54.184-75.628]\''
Niobrara,104,34.86,116343.75,'\'(54.184-75.628]\''
Niobrara,109,34.66,123216.77,'\'(54.184-75.628]\''
Niobrara,113,34.42,128005,'\'(54.184-75.628]\''
Niobrara,108,34.2,127055,'\'(54.184-75.628]\''
Niobrara,108,33.97,125829.1,'\'(54.184-75.628]\''
Niobrara,109,33.77,124780.65,'\'(75.628-97.072]\''
Niobrara,115,33.58,127346.9,'\'(54.184-75.628]\''
Niobrara,119,33.43,125809.5,'\'(75.628-97.072]\''
Niobrara,117,33.32,130118.81,'\'(75.628-97.072]\''
Niobrara,118,33.21,130359.67,'\'(75.628-97.072]\''
Niobrara,111,33.05,123294.97,'\'(75.628-97.072]\''
Niobrara,101,33.39,122843.52,'\'(75.628-97.072]\''
Niobrara,114,33.88,127936.93,'\'(97.072-118.516]\''
Niobrara,117,34.51,131708.71,'\'(97.072-118.516]\''
Niobrara,120,35.52,133505,'\'(97.072-118.516]\''
Niobrara,120,36.77,132074.87,'\'(118.516-inf)\''
Niobrara,112,38.13,133400.17,'\'(118.516-inf)\''
Niobrara,114,39.33,132221.13,'\'(118.516-inf)\''
Niobrara,118,40.37,133278.77,'\'(97.072-118.516]\''
Niobrara,118,41.08,140743,'\'(97.072-118.516]\''
Niobrara,118,41.6,137601.68,'\'(54.184-75.628]\''
Niobrara,127,42.16,138837.43,'\'(54.184-75.628]\''
Niobrara,112,43.08,132605.94,'\'(-inf-54.184]\''
Niobrara,91,44.76,135139.84,'\'(-inf-54.184]\''
Niobrara,69,47.41,137946.79,'\'(-inf-54.184]\''
Niobrara,58,50.45,134436.97,'\'(-inf-54.184]\''
Niobrara,52,54.56,131203.43,'\'(-inf-54.184]\''
Niobrara,45,58.75,132399.74,'\'(54.184-75.628]\''
Niobrara,46,62.98,133585.77,'\'(54.184-75.628]\''
Niobrara,46,67.76,129868.06,'\'(54.184-75.628]\''
Niobrara,45,73.54,131435.58,'\'(54.184-75.628]\''
Niobrara,46,79.79,132955.17,'\'(54.184-75.628]\''
Niobrara,39,85.74,130739.32,'\'(75.628-97.072]\''
Niobrara,40,91.33,136169.57,'\'(75.628-97.072]\''
Niobrara,43,95.82,129221,'\'(75.628-97.072]\''
Niobrara,45,99.25,136170.87,'\'(54.184-75.628]\''
Niobrara,48,101.47,140188.39,'\'(75.628-97.072]\''
Niobrara,51,102.73,141986.1,'\'(75.628-97.072]\''
Niobrara,51,103.29,141431.53,'\'(75.628-97.072]\''
Niobrara,52,103.02,144426.61,'\'(54.184-75.628]\''
Niobrara,51,102.22,140889.97,'\'(54.184-75.628]\''
Niobrara,56,100.53,136830.13,'\'(75.628-97.072]\''
Niobrara,68,98.33,146307.65,'\'(54.184-75.628]\''
Niobrara,67,95.95,149835.7,'\'(75.628-97.072]\''
Niobrara,71,94.05,149294.65,'\'(75.628-97.072]\''
Niobrara,77,93.08,150311.7,'\'(75.628-97.072]\''
Niobrara,75,92.76,151346.65,'\'(75.628-97.072]\''
Niobrara,78,92.79,145431.87,'\'(75.628-97.072]\''
Niobrara,76,93.69,151415.75,'\'(97.072-118.516]\''
Niobrara,82,95.32,159771.97,'\'(97.072-118.516]\''
Niobrara,81,98.14,164052.33,'\'(97.072-118.516]\''
Niobrara,82,101.58,163091.94,'\'(97.072-118.516]\''
Niobrara,85,105.45,165464.33,'\'(75.628-97.072]\''
Niobrara,85,109.05,164909.84,'\'(75.628-97.072]\''
Niobrara,85,112.37,168894.39,'\'(75.628-97.072]\''
Niobrara,90,115.56,171492.1,'\'(75.628-97.072]\''
Niobrara,93,118.88,174230.65,'\'(75.628-97.072]\''
Niobrara,95,122.98,178272.67,'\'(97.072-118.516]\''
Niobrara,95,128.1,178966.32,'\'(97.072-118.516]\''
Niobrara,88,134.88,178208.9,'\'(97.072-118.516]\''
Niobrara,83,142.84,185368.24,'\'(97.072-118.516]\''
Niobrara,81,150.55,190892.39,'\'(97.072-118.516]\''
Niobrara,80,159.72,184418.43,'\'(97.072-118.516]\''
Niobrara,81,169.72,194949.19,'\'(75.628-97.072]\''
Niobrara,83,180.78,189453.8,'\'(75.628-97.072]\''
Niobrara,82,191.59,197064,'\'(75.628-97.072]\''
Niobrara,82,202.25,201014.45,'\'(75.628-97.072]\''
Niobrara,79,212.44,208547.23,'\'(75.628-97.072]\''
Niobrara,81,222.03,222234.13,'\'(75.628-97.072]\''
Niobrara,77,231.04,231237.13,'\'(75.628-97.072]\''
Niobrara,77,239.07,233999.65,'\'(75.628-97.072]\''
Niobrara,76,246.99,227931.71,'\'(97.072-118.516]\''
Niobrara,80,253.88,240553.5,'\'(75.628-97.072]\''
Niobrara,80,259.37,247006.55,'\'(97.072-118.516]\''
Niobrara,82,265.4,250220.8,'\'(75.628-97.072]\''
Niobrara,82,271.83,252500.9,'\'(75.628-97.072]\''
Niobrara,86,278.47,256078.8,'\'(75.628-97.072]\''
Niobrara,93,284.11,259876.52,'\'(97.072-118.516]\''
Niobrara,94,289.69,278976.1,'\'(97.072-118.516]\''
Niobrara,96,294.71,282682.27,'\'(97.072-118.516]\''
Niobrara,96,300.18,300982.58,'\'(75.628-97.072]\''
Niobrara,100,307.3,312922.17,'\'(75.628-97.072]\''
Niobrara,97,316.3,299317.71,'\'(97.072-118.516]\''
Niobrara,96,326.68,305924.26,'\'(97.072-118.516]\''
Niobrara,96,337.71,313553.29,'\'(97.072-118.516]\''
Niobrara,98,347.67,337197.26,'\'(97.072-118.516]\''
Niobrara,96,359.13,348160.6,'\'(97.072-118.516]\''
Niobrara,94,370.31,369140.35,'\'(97.072-118.516]\''
Niobrara,98,382.25,383666.97,'\'(97.072-118.516]\''
Niobrara,100,393.84,390788.97,'\'(97.072-118.516]\''
Niobrara,101,405.17,408753.97,'\'(97.072-118.516]\''
Niobrara,105,416.72,411724.23,'\'(75.628-97.072]\''
Niobrara,109,429.85,434302.16,'\'(75.628-97.072]\''
Niobrara,107,446.22,432116.1,'\'(54.184-75.628]\''
Niobrara,106,466.65,456222.1,'\'(-inf-54.184]\''
Niobrara,95,492.28,465257.03,'\'(-inf-54.184]\''
Niobrara,75,522.31,476531.75,'\'(-inf-54.184]\''
Niobrara,56,550.66,488077.06,'\'(-inf-54.184]\''
Niobrara,51,582.78,497198.57,'\'(54.184-75.628]\''
Niobrara,50,614.72,489928.19,'\'(54.184-75.628]\''
Niobrara,46,647.53,479474.87,'\'(54.184-75.628]\''
Niobrara,46,676.33,486159.9,'\'(-inf-54.184]\''
Niobrara,45,703.09,491395.06,'\'(-inf-54.184]\''
Niobrara,42,726.77,477056.4,'\'(-inf-54.184]\''
Niobrara,38,747.56,490233.35,'\'(-inf-54.184]\''
Niobrara,35,772.92,486631.2,'\'(-inf-54.184]\''
Niobrara,30,812,474104.84,'\'(-inf-54.184]\''
Niobrara,27,869.47,466220.23,'\'(-inf-54.184]\''
Niobrara,23,936.82,455476.1,'\'(-inf-54.184]\''
Niobrara,18,997.4,444339.03,'\'(-inf-54.184]\''
Niobrara,18,1056.33,438609.47,'\'(-inf-54.184]\''
Niobrara,16,1105.27,428501.23,'\'(-inf-54.184]\''
Niobrara,16,1145.15,421159,'\'(-inf-54.184]\''
Niobrara,20,1168.4,433771.9,'\'(-inf-54.184]\''
Niobrara,21,1181.19,431298.35,'\'(-inf-54.184]\''
Niobrara,23,1183.91,427102.57,'\'(-inf-54.184]\''
Niobrara,26,1177.18,429982.45,'\'(-inf-54.184]\''
Niobrara,28,1154.79,425390.77,'\'(-inf-54.184]\''
Niobrara,36,1120.91,409546.55,'\'(-inf-54.184]\''
Niobrara,38,1080.1,402251.65,'\'(-inf-54.184]\''
Niobrara,36,1045.34,408706.71,'\'(-inf-54.184]\''
Niobrara,37,1025.57,427269.1,'\'(-inf-54.184]\''
Niobrara,37,1038.73,447360.93,'\'(-inf-54.184]\''
Niobrara,41,1049.96,449289.84,'\'(-inf-54.184]\''
Niobrara,46,1061.46,441084.03,'\'(-inf-54.184]\''
Niobrara,47,1073.8,465078.06,'\'(-inf-54.184]\''
Niobrara,47,1088.14,498005.77,'\'(-inf-54.184]\''
Niobrara,44,1104.11,533098.13,'\'(-inf-54.184]\''
Niobrara,43,1120.89,546495.89,'\'(54.184-75.628]\''
Niobrara,43,1138.96,555855.89,'\'(54.184-75.628]\''
Niobrara,43,1156.62,563398.6,'\'(54.184-75.628]\''
Niobrara,44,1174.7,570229.64,'\'(54.184-75.628]\''
Niobrara,49,1192.48,576342.35,'\'(54.184-75.628]\''
Permian,248,55.21,842782.16,'\'(54.184-75.628]\''
Permian,253,55.43,857277.11,'\'(54.184-75.628]\''
Permian,242,55.65,851889.52,'\'(54.184-75.628]\''
Permian,243,55.89,853187.07,'\'(54.184-75.628]\''
Permian,243,56.16,843557.32,'\'(54.184-75.628]\''
Permian,244,56.44,834049.53,'\'(54.184-75.628]\''
Permian,244,56.65,842655.1,'\'(75.628-97.072]\''
Permian,248,56.83,843724.71,'\'(54.184-75.628]\''
Permian,247,57.08,845309.03,'\'(75.628-97.072]\''
Permian,242,57.53,850877.74,'\'(75.628-97.072]\''
Permian,240,58.19,857459.7,'\'(75.628-97.072]\''
Permian,253,59.12,862305.03,'\'(75.628-97.072]\''
Permian,249,60.68,862372.52,'\'(75.628-97.072]\''
Permian,250,62.61,870697.86,'\'(97.072-118.516]\''
Permian,257,64.26,871941.52,'\'(97.072-118.516]\''
Permian,259,65.86,867329,'\'(97.072-118.516]\''
Permian,261,67.07,864681.06,'\'(118.516-inf)\''
Permian,285,68.04,857004.63,'\'(118.516-inf)\''
Permian,287,68.68,873954.97,'\'(118.516-inf)\''
Permian,285,69.46,875537.87,'\'(97.072-118.516]\''
Permian,285,71.31,853393.27,'\'(97.072-118.516]\''
Permian,276,74.09,890845.13,'\'(54.184-75.628]\''
Permian,253,77.72,904349.27,'\'(54.184-75.628]\''
Permian,234,82.46,902743.42,'\'(-inf-54.184]\''
Permian,194,88.42,902237,'\'(-inf-54.184]\''
Permian,162,94.68,904665.71,'\'(-inf-54.184]\''
Permian,129,100.45,900338.71,'\'(-inf-54.184]\''
Permian,93,107.46,885912.43,'\'(-inf-54.184]\''
Permian,92,114.59,876697.71,'\'(54.184-75.628]\''
